epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,1643.39,1.24009,1.88906,1.23302,1.14555,0.48965,0.27362,0.27185,0.15675,0.24618,0.31176,0.26419,0.15895,2.08449,3.27288,2.82457,1.68601,0.000612809,0.000612809,0.000612809
96,1659.16,1.21821,1.92301,1.22151,1.14178,0.47413,0.34072,0.29224,0.16505,0.45785,0.33417,0.28088,0.16245,2.07684,3.15255,2.76066,1.69637,0.000604203,0.000604203,0.000604203
97,1674.68,1.18694,1.92764,1.15318,1.11093,0.37474,0.33076,0.31057,0.17744,0.7158,0.28821,0.28769,0.15878,1.98485,3.17181,2.77573,1.63869,0.000595586,0.000595586,0.000595586
98,1691.92,1.19167,1.86581,1.18355,1.12381,0.27812,0.3377,0.26845,0.1543,0.25214,0.32392,0.25029,0.14274,2.04386,3.30104,2.81797,1.70845,0.000586961,0.000586961,0.000586961
99,1708.97,1.24174,1.95244,1.19874,1.13568,0.32462,0.39333,0.29247,0.16758,0.2415,0.37813,0.27805,0.15969,2.06293,3.54506,2.71494,1.7595,0.000578329,0.000578329,0.000578329
100,1726.32,1.23813,1.89247,1.18817,1.16466,0.43756,0.31659,0.30705,0.168,0.41217,0.30417,0.29537,0.16544,2.07201,3.48176,2.81904,1.74293,0.000569693,0.000569693,0.000569693
101,1743.5,1.23308,1.90056,1.21146,1.11935,0.26801,0.31845,0.27257,0.16619,0.27032,0.3164,0.2701,0.16057,2.029,3.25243,2.69341,1.70724,0.000561055,0.000561055,0.000561055
102,1760.71,1.21249,1.94978,1.17236,1.12294,0.31426,0.3298,0.29103,0.17306,0.32216,0.30766,0.28053,0.16162,2.02291,3.18663,2.71735,1.67834,0.000552417,0.000552417,0.000552417
103,1777.78,1.21438,1.95705,1.21852,1.12814,0.26943,0.34607,0.26838,0.16114,0.37124,0.28666,0.26394,0.14367,1.96342,3.26797,2.64602,1.65168,0.000543781,0.000543781,0.000543781
104,1794.76,1.2475,1.92379,1.15452,1.1317,0.23515,0.38142,0.27416,0.15909,0.63332,0.31803,0.27539,0.14498,2.00504,3.33545,2.71302,1.6815,0.000535149,0.000535149,0.000535149
105,1811.87,1.20152,1.87506,1.12994,1.11068,0.34689,0.29651,0.31498,0.17759,0.36673,0.32764,0.32024,0.15972,2.03793,3.30929,2.59862,1.68959,0.000526524,0.000526524,0.000526524
106,1827.73,1.15788,1.84654,1.15218,1.10479,0.31259,0.34855,0.30215,0.15147,0.33588,0.34384,0.3107,0.14446,2.08658,3.33007,2.78734,1.74055,0.000517907,0.000517907,0.000517907
107,1843.63,1.20847,1.81978,1.13295,1.10384,0.3686,0.31867,0.3182,0.16342,0.28425,0.35436,0.30627,0.16236,2.0719,3.38886,2.70044,1.74821,0.000509301,0.000509301,0.000509301
